code_atu,description,source_url
X1530,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1540,Lies about water,https://www.ruthenia.ru/folklore/thompson/x.htm
X1550,Geography and,https://www.ruthenia.ru/folklore/thompson/x.htm
X1560,Lies about cities,https://www.ruthenia.ru/folklore/thompson/x.htm
X1600,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1610,Lies about winds,https://www.ruthenia.ru/folklore/thompson/x.htm
X1620,Lies about cold,https://www.ruthenia.ru/folklore/thompson/x.htm
X1630,Lies about hot,https://www.ruthenia.ru/folklore/thompson/x.htm
X1640,Lies about dry,https://www.ruthenia.ru/folklore/thompson/x.htm
X1650,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1660,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1700,Lies: logical,https://www.ruthenia.ru/folklore/thompson/x.htm
X1710,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1720,Absurd disregard of,https://www.ruthenia.ru/folklore/thompson/x.htm
X1740,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1750,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1760,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1780,Absurdity based,https://www.ruthenia.ru/folklore/thompson/x.htm
X1790,Other logical,https://www.ruthenia.ru/folklore/thompson/x.htm
X1800,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/x.htm
X1810,Tall tales about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1850,Other tall tales,https://www.ruthenia.ru/folklore/thompson/x.htm
X0,Humor of,https://www.ruthenia.ru/folklore/thompson/x.htm
X100,Humor of,https://www.ruthenia.ru/folklore/thompson/x.htm
X110,Humor of deafness.,https://www.ruthenia.ru/folklore/thompson/x.htm
X120,Humor of bad,https://www.ruthenia.ru/folklore/thompson/x.htm
X130,Other physical,https://www.ruthenia.ru/folklore/thompson/x.htm
X200,Humor dealing with,https://www.ruthenia.ru/folklore/thompson/x.htm
X210,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X220,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X230,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X240,Jokes about,https://www.ruthenia.ru/folklore/thompson/x.htm
X250,Jokes about other,https://www.ruthenia.ru/folklore/thompson/x.htm
X300,Humor dealing with,https://www.ruthenia.ru/folklore/thompson/x.htm
X310,Jokes on lawyers.,https://www.ruthenia.ru/folklore/thompson/x.htm
X330,Jokes on,https://www.ruthenia.ru/folklore/thompson/x.htm
X350,Jokes on teachers.,https://www.ruthenia.ru/folklore/thompson/x.htm
X370,Jokes on scholars.,https://www.ruthenia.ru/folklore/thompson/x.htm
X410,Jokes on parsons.,https://www.ruthenia.ru/folklore/thompson/x.htm
X460,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X500,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X510,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X520,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X530,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X540,Jokes on madmen.,https://www.ruthenia.ru/folklore/thompson/x.htm
X550,Jokes on secret,https://www.ruthenia.ru/folklore/thompson/x.htm
X600,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X610,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X650,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X680,Jokes concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X700,Humor concerning,https://www.ruthenia.ru/folklore/thompson/x.htm
X750,Jokes on old,https://www.ruthenia.ru/folklore/thompson/x.htm
X751,Marriage forbidden,https://www.ruthenia.ru/folklore/thompson/x.htm
X760,Jokes on,https://www.ruthenia.ru/folklore/thompson/x.htm
X800,Humor based on,https://www.ruthenia.ru/folklore/thompson/x.htm
X900,Humor of lies and,https://www.ruthenia.ru/folklore/thompson/x.htm
X910,Lie: the remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X920,Lie: the large,https://www.ruthenia.ru/folklore/thompson/x.htm
X930,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X940,Lie: remarkably,https://www.ruthenia.ru/folklore/thompson/x.htm
X960,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X980,Lie: occupational,https://www.ruthenia.ru/folklore/thompson/x.htm
X1010,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1020,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1030,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1060,Lie: other,https://www.ruthenia.ru/folklore/thompson/x.htm
X1070,Extraordinary man‘s family.,https://www.ruthenia.ru/folklore/thompson/x.htm
X1080,Lie: occupations,https://www.ruthenia.ru/folklore/thompson/x.htm
X1100,Lie: the,https://www.ruthenia.ru/folklore/thompson/x.htm
X1110,The wonderful,https://www.ruthenia.ru/folklore/thompson/x.htm
X1120,Lie: the great,https://www.ruthenia.ru/folklore/thompson/x.htm
X1130,Lie: hunter’s unusual experiences.,https://www.ruthenia.ru/folklore/thompson/x.htm
X1150,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1200,Lie: remarkable,https://www.ruthenia.ru/folklore/thompson/x.htm
X1210,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1250,Lies about birds.,https://www.ruthenia.ru/folklore/thompson/x.htm
X1280,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1300,Lies about fish.,https://www.ruthenia.ru/folklore/thompson/x.htm
X1320,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1340,Lie:,https://www.ruthenia.ru/folklore/thompson/x.htm
X1370,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1400,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1410,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1420,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1450,Lies about field,https://www.ruthenia.ru/folklore/thompson/x.htm
X1470,Lies about trees.,https://www.ruthenia.ru/folklore/thompson/x.htm
X1480,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1490,Lie:,https://www.ruthenia.ru/folklore/thompson/x.htm
X1500,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1510,Lies about land,https://www.ruthenia.ru/folklore/thompson/x.htm
X1520,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1530,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1540,Lies about water,https://www.ruthenia.ru/folklore/thompson/x.htm
X1550,Geography and,https://www.ruthenia.ru/folklore/thompson/x.htm
X1560,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1600,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1610,Lies about winds,https://www.ruthenia.ru/folklore/thompson/x.htm
X1620,Lies about cold,https://www.ruthenia.ru/folklore/thompson/x.htm
X1630,Lies about hot,https://www.ruthenia.ru/folklore/thompson/x.htm
X1640,Lies about dry,https://www.ruthenia.ru/folklore/thompson/x.htm
X1650,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1660,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1700,Lies: logical,https://www.ruthenia.ru/folklore/thompson/x.htm
X1710,Lies about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1720,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1740,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1750,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1760,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/x.htm
X1780,Absurdity based,https://www.ruthenia.ru/folklore/thompson/x.htm
X1790,Other logical,https://www.ruthenia.ru/folklore/thompson/x.htm
X1800,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/x.htm
X1810,Tall tales about,https://www.ruthenia.ru/folklore/thompson/x.htm
X1850,Other tall tales.,https://www.ruthenia.ru/folklore/thompson/x.htm
Z0,Formulas,https://www.ruthenia.ru/folklore/thompson/z.htm
Z10,Formulistic,https://www.ruthenia.ru/folklore/thompson/z.htm
Z20,Cumulative tales,https://www.ruthenia.ru/folklore/thompson/z.htm
Z30,Chains involving a,https://www.ruthenia.ru/folklore/thompson/z.htm
Z40,Chains with,https://www.ruthenia.ru/folklore/thompson/z.htm
Z50,Cumulative,https://www.ruthenia.ru/folklore/thompson/z.htm
Z60,Other formulistic,https://www.ruthenia.ru/folklore/thompson/z.htm
Z100,Symbolism,https://www.ruthenia.ru/folklore/thompson/z.htm
Z110,Personifications,https://www.ruthenia.ru/folklore/thompson/z.htm
Z140,Color symbolism,https://www.ruthenia.ru/folklore/thompson/z.htm
Z150,Other symbols,https://www.ruthenia.ru/folklore/thompson/z.htm
Z200,Heroes,https://www.ruthenia.ru/folklore/thompson/z.htm
Z210,Brothers as heroes,https://www.ruthenia.ru/folklore/thompson/z.htm
Z230,Extraordinary,https://www.ruthenia.ru/folklore/thompson/z.htm
Z300,Unique exceptions,https://www.ruthenia.ru/folklore/thompson/z.htm
Z310,Unique,https://www.ruthenia.ru/folklore/thompson/z.htm
Z320,Object will fit,https://www.ruthenia.ru/folklore/thompson/z.htm
Z350,Other unique,https://www.ruthenia.ru/folklore/thompson/z.htm
Z0,Formulas.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z10,Formulistic,https://www.ruthenia.ru/folklore/thompson/z.htm
Z20,Cumulative tales.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z30,Chains involving a,https://www.ruthenia.ru/folklore/thompson/z.htm
Z40,Chains with,https://www.ruthenia.ru/folklore/thompson/z.htm
Z50,Cumulative,https://www.ruthenia.ru/folklore/thompson/z.htm
Z60,Other formulistic,https://www.ruthenia.ru/folklore/thompson/z.htm
Z80,Formulistic rimes.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z90,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/z.htm
Z100,Symbolism.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z110,Personifications.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z140,Color symbolism.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z150,Other symbols.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z200,Heroes.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z210,Brothers as,https://www.ruthenia.ru/folklore/thompson/z.htm
Z230,Extraordinary,https://www.ruthenia.ru/folklore/thompson/z.htm
Z300,Unique exceptions.,https://www.ruthenia.ru/folklore/thompson/z.htm
Z310,Unique,https://www.ruthenia.ru/folklore/thompson/z.htm
Z320,Object will fit,https://www.ruthenia.ru/folklore/thompson/z.htm
Z350,Other unique,https://www.ruthenia.ru/folklore/thompson/z.htm
